event_id,dept_id,risk_type,severity,date
658,103,Process Failure,Low,2024-05-02
659,104,Fraud Alert,High,2024-05-06
660,102,Compliance Breach,Medium,2024-10-21
661,101,Compliance Breach,Medium,2024-01-17
662,101,System Downtime,High,2024-05-04
663,101,Process Failure,Low,2024-12-03
664,104,System Downtime,High,2024-07-04
665,102,Fraud Alert,Low,2024-08-10
666,102,Compliance Breach,Medium,2024-01-28
667,101,Compliance Breach,Low,2024-06-14
668,102,Compliance Breach,Medium,2024-04-07
669,101,Fraud Alert,Critical,2024-09-14
670,105,Compliance Breach,High,2024-12-08
671,103,Process Failure,Low,2024-05-20
672,103,Fraud Alert,Medium,2024-10-05
673,101,Process Failure,High,2024-05-26
674,103,System Downtime,High,2024-08-31
675,105,Process Failure,Low,2024-01-13
676,105,Compliance Breach,Medium,2024-10-04
677,104,Process Failure,High,2024-09-30
678,104,Process Failure,Medium,2024-10-21
679,101,System Downtime,High,2024-01-16
680,101,Fraud Alert,Low,2024-06-10
681,105,Process Failure,Medium,2024-09-11
682,102,Compliance Breach,High,2024-05-30
683,103,System Downtime,Low,2024-08-17
684,102,Compliance Breach,Low,2024-02-28
685,102,System Downtime,Medium,2024-08-01
686,104,Process Failure,Medium,2024-05-31
687,104,Process Failure,High,2024-07-08
688,102,Fraud Alert,High,2024-12-22
689,103,System Downtime,High,2024-10-04
690,101,System Downtime,Medium,2024-11-09
691,103,Compliance Breach,Low,2024-12-04
692,105,Process Failure,Critical,2024-05-06
693,103,Compliance Breach,High,2024-10-12
694,101,Process Failure,Low,2024-10-17
695,103,Fraud Alert,Low,2024-05-03
696,101,Compliance Breach,Critical,2024-05-08
697,103,Compliance Breach,High,2024-02-19
698,105,Compliance Breach,High,2024-12-16
699,104,System Downtime,High,2024-09-07
700,103,Process Failure,Medium,2024-09-16
701,102,Fraud Alert,High,2024-03-16
702,101,Process Failure,High,2024-01-10
703,104,Fraud Alert,High,2024-02-02
704,102,Fraud Alert,Low,2024-10-09
705,101,Compliance Breach,Low,2024-03-24
706,105,Compliance Breach,Medium,2024-08-03
707,103,Compliance Breach,Low,2024-09-09
708,104,Fraud Alert,Medium,2024-07-26
709,104,System Downtime,Medium,2024-06-07
710,102,Process Failure,Critical,2024-04-29
711,103,Process Failure,High,2024-10-29
712,104,Compliance Breach,Critical,2024-03-22
713,103,Fraud Alert,Critical,2024-10-31
714,103,Process Failure,Low,2024-01-01
715,102,System Downtime,High,2024-06-27
716,104,Fraud Alert,Critical,2024-03-25
717,104,Compliance Breach,Low,2024-02-25
718,101,Fraud Alert,High,2024-07-17
719,103,System Downtime,High,2024-04-22
720,101,Process Failure,Low,2024-11-15
721,105,Compliance Breach,Low,2024-08-15
722,102,Compliance Breach,Low,2024-01-03
723,103,Fraud Alert,High,2024-12-08
724,102,System Downtime,Medium,2024-11-13
725,104,Process Failure,Low,2024-02-27
726,105,Process Failure,Critical,2024-04-04
727,105,Fraud Alert,Low,2024-10-03
728,103,Fraud Alert,Critical,2024-06-07
729,101,Compliance Breach,Critical,2024-10-07
730,105,Fraud Alert,Low,2024-08-28
731,101,Compliance Breach,Critical,2024-02-13
732,101,Fraud Alert,Medium,2024-07-12
733,104,System Downtime,Low,2024-05-16
734,104,Fraud Alert,High,2024-01-27
735,104,Process Failure,Medium,2024-10-10
736,103,System Downtime,Medium,2024-05-19
737,103,Compliance Breach,High,2024-05-23
738,101,Compliance Breach,Low,2024-06-18
739,102,Fraud Alert,Low,2024-09-18
740,101,System Downtime,High,2024-04-08
741,103,Compliance Breach,Low,2024-11-30
742,101,Fraud Alert,Medium,2024-05-14
743,101,Process Failure,Low,2024-09-28
744,101,Process Failure,High,2024-12-07
745,102,Compliance Breach,Critical,2024-03-09
746,102,System Downtime,High,2024-09-27
747,104,Fraud Alert,Medium,2024-11-20
748,104,Compliance Breach,Critical,2024-04-16
749,101,Process Failure,Low,2024-04-12
750,102,Compliance Breach,Low,2024-09-12
751,105,Fraud Alert,Medium,2024-02-01
752,104,Fraud Alert,High,2024-02-03
753,101,Process Failure,Low,2024-05-03
754,103,Process Failure,High,2024-02-11
755,101,Fraud Alert,Low,2024-08-04
756,104,Compliance Breach,Medium,2024-06-29
757,105,Compliance Breach,High,2024-08-17
758,103,System Downtime,High,2024-07-22
759,105,Process Failure,Low,2024-10-21
760,103,System Downtime,High,2024-01-09
761,105,Compliance Breach,Medium,2024-11-09
762,104,Fraud Alert,Medium,2024-09-17
763,104,Process Failure,Low,2024-09-09
764,103,Process Failure,Low,2024-06-24
765,105,Process Failure,Low,2024-09-14
766,104,Process Failure,Low,2024-03-14
767,102,Compliance Breach,Low,2024-03-03
768,104,System Downtime,Medium,2024-01-30
769,102,System Downtime,High,2024-04-14
770,104,Fraud Alert,Critical,2024-06-17
771,104,System Downtime,Low,2024-12-05
772,103,Process Failure,High,2024-06-17
773,103,Compliance Breach,Medium,2024-09-12
774,101,Fraud Alert,Low,2024-02-28
775,104,Process Failure,High,2024-09-07
776,101,System Downtime,Critical,2024-09-28
777,104,Compliance Breach,Medium,2024-06-11
778,102,Compliance Breach,Low,2024-02-02
779,101,System Downtime,High,2024-01-30
780,101,Compliance Breach,Low,2024-01-17
781,101,Compliance Breach,High,2024-09-26
782,102,Process Failure,Low,2024-08-19
783,105,System Downtime,Low,2024-07-02
784,105,System Downtime,Critical,2024-02-12
785,101,Fraud Alert,Medium,2024-12-14
786,101,Compliance Breach,Medium,2024-07-22
787,101,Compliance Breach,High,2024-03-04
788,102,System Downtime,Critical,2024-08-06
789,105,Process Failure,Low,2024-02-13
790,105,System Downtime,Low,2024-08-08
791,102,Compliance Breach,Critical,2024-09-12
792,101,Fraud Alert,Critical,2024-12-23
793,102,System Downtime,Medium,2024-04-12
794,102,Process Failure,Critical,2024-07-13
795,104,Compliance Breach,High,2024-11-01
796,104,Fraud Alert,Medium,2024-02-25
797,105,System Downtime,Low,2024-11-27
798,105,System Downtime,Medium,2024-07-23
799,101,Compliance Breach,Medium,2024-01-18
800,105,Process Failure,Critical,2024-08-15
801,105,System Downtime,Low,2024-12-16
802,101,Fraud Alert,Critical,2024-01-20
803,101,Fraud Alert,Medium,2024-10-28
804,102,Fraud Alert,High,2024-02-18
805,103,Fraud Alert,High,2024-09-27
806,105,System Downtime,High,2024-08-20
807,103,Process Failure,Critical,2024-05-15
808,105,Fraud Alert,Medium,2024-09-27
809,102,System Downtime,Medium,2024-04-20
810,103,Fraud Alert,Low,2024-10-11
811,101,System Downtime,Low,2024-02-19
812,105,Compliance Breach,Medium,2024-08-29
813,102,System Downtime,Medium,2024-10-16
814,104,Compliance Breach,Medium,2024-10-12
815,105,Compliance Breach,High,2024-11-16
816,105,Process Failure,Critical,2024-12-12
817,101,Compliance Breach,Low,2024-08-14
818,104,Fraud Alert,High,2024-12-27
819,104,Fraud Alert,Low,2024-03-21
820,101,System Downtime,Low,2024-10-23
821,104,System Downtime,Medium,2024-05-26
822,103,Fraud Alert,Critical,2024-11-08
823,105,Compliance Breach,Low,2024-09-18
824,104,System Downtime,Critical,2024-08-26
825,101,Compliance Breach,Critical,2024-09-16
826,105,Compliance Breach,Critical,2024-12-29
827,104,System Downtime,High,2024-11-02
828,105,Compliance Breach,Medium,2024-07-15
829,102,System Downtime,High,2024-08-31
830,105,Fraud Alert,High,2024-05-03
831,102,Process Failure,Low,2024-10-27
832,104,Fraud Alert,Medium,2024-03-25
833,103,Process Failure,High,2024-07-04
834,101,Compliance Breach,High,2024-05-26
835,101,System Downtime,Low,2024-11-05
836,102,Compliance Breach,Critical,2024-12-20
837,102,Fraud Alert,Medium,2024-05-08
838,102,Fraud Alert,High,2024-11-29
839,102,Fraud Alert,Medium,2024-07-08
840,101,System Downtime,High,2024-11-04
841,102,Fraud Alert,High,2024-08-17
842,105,Process Failure,Low,2024-07-20
843,105,Compliance Breach,Low,2024-12-19
844,101,Process Failure,Critical,2024-05-04
845,101,Fraud Alert,Low,2024-05-08
846,101,Fraud Alert,Low,2024-10-11
847,103,Fraud Alert,Critical,2024-08-10
848,105,System Downtime,Critical,2024-12-05
849,103,Compliance Breach,High,2024-11-23
850,105,System Downtime,Critical,2024-06-20
851,101,Process Failure,High,2024-11-02
852,102,Process Failure,Medium,2024-10-16
853,104,Process Failure,High,2024-05-25
854,103,Compliance Breach,High,2024-12-26
855,101,Compliance Breach,High,2024-08-07
856,104,Process Failure,High,2024-03-10
857,103,Compliance Breach,Medium,2024-05-17
858,104,System Downtime,High,2024-04-25
859,103,Compliance Breach,Critical,2024-06-30
860,101,Process Failure,Critical,2024-05-09
861,101,System Downtime,High,2024-09-26
862,102,Compliance Breach,Low,2024-01-02
863,105,Compliance Breach,Medium,2024-01-24
864,104,System Downtime,Low,2024-08-28
865,104,Compliance Breach,Critical,2024-01-31
866,102,System Downtime,High,2024-10-06
867,101,System Downtime,Low,2024-01-20
868,102,Fraud Alert,Medium,2024-11-23
869,102,System Downtime,Low,2024-10-03
870,102,Compliance Breach,Medium,2024-09-10
871,104,System Downtime,Critical,2024-02-15
872,105,Compliance Breach,Medium,2024-11-29
873,105,Compliance Breach,Medium,2024-07-27
874,101,Fraud Alert,Medium,2024-02-21
875,105,Compliance Breach,Low,2024-12-16
876,104,System Downtime,High,2024-05-21
877,101,Compliance Breach,Medium,2024-06-15
878,104,System Downtime,Medium,2024-05-11
879,102,Process Failure,High,2024-01-26
880,103,System Downtime,Low,2024-06-17
881,104,Fraud Alert,Critical,2024-09-20
882,101,System Downtime,Low,2024-08-31
883,102,Compliance Breach,High,2024-04-10
884,104,Compliance Breach,Medium,2024-09-11
885,102,Compliance Breach,Low,2024-10-30
886,101,Fraud Alert,Low,2024-05-06
887,101,Compliance Breach,Critical,2024-10-20
888,105,Compliance Breach,Low,2024-09-17
889,103,Compliance Breach,Critical,2024-03-05
890,105,Fraud Alert,High,2024-12-25
891,102,System Downtime,Low,2024-10-12
892,104,Fraud Alert,High,2024-03-17
893,105,Compliance Breach,High,2024-04-13
894,101,Process Failure,High,2024-09-13
895,104,Process Failure,Critical,2024-03-17
896,102,System Downtime,High,2024-08-02
897,103,Compliance Breach,High,2024-06-11
898,102,System Downtime,Medium,2024-01-26
899,105,Compliance Breach,Critical,2024-11-17
900,101,Fraud Alert,High,2024-06-23
901,104,Compliance Breach,Low,2024-03-21
902,104,Compliance Breach,Critical,2024-11-13
903,105,Fraud Alert,Critical,2024-02-19
904,101,Process Failure,Critical,2024-07-14
905,105,Fraud Alert,Medium,2024-11-15
906,102,Process Failure,High,2024-10-14
907,102,Compliance Breach,High,2024-10-06
908,102,Compliance Breach,High,2024-09-26
909,102,System Downtime,Low,2024-01-18
910,102,Process Failure,Medium,2024-02-18
911,103,Fraud Alert,High,2024-11-28
912,102,Compliance Breach,Low,2024-05-11
913,101,Process Failure,Low,2024-05-09
914,105,Process Failure,Medium,2024-09-09
915,103,Compliance Breach,Medium,2024-01-09
916,101,Process Failure,High,2024-01-15
917,102,Process Failure,Critical,2024-06-16
918,101,Process Failure,Low,2024-01-08
919,105,System Downtime,Low,2024-09-21
920,105,Process Failure,Low,2024-04-12
921,105,System Downtime,Medium,2024-07-13
922,105,Compliance Breach,Low,2024-10-13
923,102,System Downtime,High,2024-03-11
924,102,Fraud Alert,Low,2024-12-02
925,102,Fraud Alert,Medium,2024-02-28
926,105,System Downtime,Critical,2024-04-09
927,104,System Downtime,High,2024-02-05
928,104,Process Failure,Medium,2024-05-07
929,105,Process Failure,Low,2024-11-03
930,101,System Downtime,Medium,2024-03-31
931,103,Compliance Breach,Low,2024-10-12
932,101,Compliance Breach,Low,2024-11-24
933,105,Process Failure,High,2024-05-03
934,104,Compliance Breach,High,2024-07-21
935,103,Process Failure,High,2024-10-19
936,104,Compliance Breach,Critical,2024-10-02
937,104,Process Failure,High,2024-10-20
938,103,Fraud Alert,Low,2024-02-04
939,102,Fraud Alert,High,2024-08-06
940,101,Compliance Breach,Low,2024-01-12
941,105,Compliance Breach,Medium,2024-11-27
942,104,System Downtime,Critical,2024-01-18
943,102,Process Failure,Medium,2024-06-03
944,105,Compliance Breach,Low,2024-04-06
945,104,Compliance Breach,Low,2024-02-24
946,101,Compliance Breach,High,2024-09-20
947,104,Fraud Alert,Low,2024-02-18
948,103,System Downtime,Critical,2024-04-01
949,102,Fraud Alert,Low,2024-06-15
950,102,Compliance Breach,Low,2024-12-01
951,105,Process Failure,High,2024-08-22
952,103,Process Failure,Critical,2024-02-05
953,104,System Downtime,Critical,2024-05-07
954,101,Process Failure,High,2024-12-03
955,105,Compliance Breach,Low,2024-07-02
956,105,Compliance Breach,High,2024-10-31
957,105,Fraud Alert,Medium,2024-03-10
958,101,Fraud Alert,Low,2024-08-27
959,102,System Downtime,Low,2024-10-11
960,104,Compliance Breach,Low,2024-08-30
961,105,Fraud Alert,Critical,2024-05-20
962,101,Process Failure,Medium,2024-10-23
963,101,Process Failure,Critical,2024-10-31
964,101,Compliance Breach,Critical,2024-02-18
965,101,Process Failure,Critical,2024-05-31
966,101,Process Failure,Medium,2024-08-05
967,102,System Downtime,High,2024-12-04
968,101,Compliance Breach,Medium,2024-07-13
969,104,Fraud Alert,High,2024-09-27
970,101,Process Failure,Critical,2024-09-29
971,102,Compliance Breach,Critical,2024-04-19
972,103,Fraud Alert,Low,2024-12-31
973,104,System Downtime,Critical,2024-01-17
974,105,System Downtime,Low,2024-12-09
975,105,Compliance Breach,High,2024-07-20
976,102,System Downtime,Medium,2024-03-15
977,105,System Downtime,Critical,2024-05-08
978,104,System Downtime,Medium,2024-03-05
979,104,Compliance Breach,High,2024-01-07
980,103,System Downtime,High,2024-02-21
981,101,System Downtime,Critical,2024-03-28
982,102,System Downtime,Low,2024-10-28
983,101,Fraud Alert,High,2024-08-06
984,102,Compliance Breach,Medium,2024-11-18
985,102,Compliance Breach,Medium,2024-11-06
986,102,Process Failure,High,2024-09-11
987,102,System Downtime,High,2024-09-26
988,105,Compliance Breach,Low,2024-05-30
989,101,System Downtime,High,2024-10-05
990,103,Fraud Alert,High,2024-04-27
991,101,Compliance Breach,Medium,2024-02-23
992,102,Fraud Alert,High,2024-09-25
993,105,Fraud Alert,Critical,2024-10-29
994,103,Process Failure,High,2024-05-30
995,104,System Downtime,Low,2024-11-15
996,105,Fraud Alert,High,2024-10-05
997,105,Compliance Breach,High,2024-04-26
998,101,Fraud Alert,Low,2024-03-16
999,102,System Downtime,Low,2024-05-13
1000,104,Compliance Breach,Medium,2024-08-21
1001,103,System Downtime,Critical,2024-10-20
1002,104,Process Failure,Medium,2024-01-17
1003,102,System Downtime,High,2024-07-19
1004,103,System Downtime,Medium,2024-09-24
1005,104,Fraud Alert,High,2024-03-04
1006,101,Process Failure,Medium,2024-01-06
1007,104,Process Failure,Low,2024-03-08
1008,103,System Downtime,Critical,2024-02-08
1009,101,System Downtime,Low,2024-11-20
1010,104,System Downtime,Critical,2024-03-25
1011,104,Compliance Breach,Critical,2024-11-10
1012,102,Fraud Alert,High,2024-12-21
1013,102,Compliance Breach,High,2024-07-11
1014,105,Process Failure,High,2024-01-15
1015,105,Compliance Breach,Medium,2024-12-18
1016,104,Compliance Breach,Low,2024-05-30
1017,103,Process Failure,Critical,2024-01-13
1018,104,System Downtime,Medium,2024-07-01
1019,103,Process Failure,Low,2024-01-12
1020,101,Compliance Breach,Critical,2024-03-05
1021,101,Fraud Alert,High,2024-06-17
1022,104,System Downtime,High,2024-06-16
1023,103,Compliance Breach,High,2024-03-17
1024,102,Process Failure,Low,2024-09-26
1025,104,System Downtime,High,2024-07-28
1026,105,Fraud Alert,Medium,2024-04-20
1027,103,Fraud Alert,Critical,2024-03-10
1028,105,System Downtime,Low,2024-05-20
1029,103,Fraud Alert,High,2024-08-29
1030,101,Fraud Alert,Medium,2024-04-30
1031,103,System Downtime,High,2024-05-24
1032,102,Process Failure,High,2024-01-28
1033,101,Fraud Alert,High,2024-09-21
1034,102,System Downtime,Low,2024-01-03
1035,102,Compliance Breach,Medium,2024-06-20
1036,102,Compliance Breach,Critical,2024-03-28
1037,102,Process Failure,Low,2024-03-23
1038,101,Fraud Alert,Medium,2024-07-21
1039,105,Compliance Breach,Medium,2024-11-29
1040,102,Fraud Alert,High,2024-10-22
1041,102,Compliance Breach,Low,2024-05-26
1042,102,System Downtime,High,2024-08-01
1043,105,Compliance Breach,Medium,2024-08-26
1044,104,Compliance Breach,Critical,2024-11-01
1045,102,Process Failure,Medium,2024-02-07
1046,103,Compliance Breach,Critical,2024-04-25
1047,103,Fraud Alert,High,2024-07-26
1048,105,Process Failure,Medium,2024-09-15
1049,104,Compliance Breach,Critical,2024-09-16
1050,101,System Downtime,High,2024-07-28
1051,103,Fraud Alert,Low,2024-05-26
1052,101,Process Failure,Low,2024-08-23
1053,101,System Downtime,Low,2024-01-01
1054,105,Compliance Breach,Low,2024-03-05
1055,103,System Downtime,High,2024-10-01
1056,102,Fraud Alert,High,2024-04-23
1057,105,Compliance Breach,Critical,2024-11-15
1058,104,Process Failure,Critical,2024-04-06
1059,102,System Downtime,Critical,2024-12-30
1060,103,Fraud Alert,Medium,2024-04-03
1061,104,Process Failure,Critical,2024-01-21
1062,101,Fraud Alert,High,2024-11-14
1063,102,Compliance Breach,Critical,2024-06-13
1064,101,System Downtime,Critical,2024-06-02
1065,103,System Downtime,Critical,2024-01-30
1066,102,Compliance Breach,Medium,2024-12-12
1067,104,Compliance Breach,High,2024-08-12
1068,104,System Downtime,Medium,2024-09-29
1069,105,Compliance Breach,Medium,2024-06-08
1070,101,Compliance Breach,Medium,2024-04-03
1071,103,Process Failure,Medium,2024-04-02
1072,105,Process Failure,High,2024-05-10
1073,101,System Downtime,Low,2024-01-15
1074,103,Process Failure,Low,2024-12-26
1075,104,Fraud Alert,High,2024-07-07
1076,101,Fraud Alert,High,2024-05-13
1077,101,System Downtime,Medium,2024-06-09
1078,103,System Downtime,High,2024-11-30
1079,103,Process Failure,Medium,2024-10-10
1080,104,System Downtime,High,2024-06-27
1081,101,System Downtime,Critical,2024-04-23
1082,101,System Downtime,High,2024-09-16
1083,101,Fraud Alert,High,2024-12-22
1084,101,System Downtime,Medium,2024-03-17
1085,102,System Downtime,High,2024-10-22
1086,105,Compliance Breach,Low,2024-07-17
1087,102,System Downtime,Medium,2024-05-15
1088,104,Process Failure,Medium,2024-06-22
1089,104,Fraud Alert,Low,2024-10-28
1090,101,Fraud Alert,High,2024-03-05
1091,102,Process Failure,Low,2024-09-13
1092,104,Process Failure,High,2024-06-01
1093,103,Process Failure,High,2024-11-09
1094,101,Fraud Alert,Low,2024-01-01
1095,101,Compliance Breach,Low,2024-08-19
1096,102,System Downtime,High,2024-07-13
1097,105,Fraud Alert,High,2024-12-19
1098,102,Compliance Breach,Medium,2024-10-04
1099,105,Process Failure,Low,2024-05-18
1100,105,Compliance Breach,Medium,2024-01-06
1101,102,Process Failure,High,2024-04-01
1102,104,Fraud Alert,High,2024-07-08
1103,101,Compliance Breach,Low,2024-09-29
1104,101,Process Failure,Critical,2024-12-30
1105,103,System Downtime,Low,2024-06-17
